Bike_id,Timestamp,Latitude,Longitude,Battery_level,Charging
88badd40,1752665138668,37.774598944362104,-122.41982585279462,98.52943123530889,false
88badd40,1752665139168,37.7740450995204,-122.41915336084763,97.63883247728799,false
88badd40,1752665139668,37.77418751906728,-122.41904507562926,96.05746240713779,false
88badd40,1752665140168,37.773926181489976,-122.41843430532977,94.7021135969663,false
88badd40,1752665140668,37.77412015093777,-122.41975175155129,93.35956793590638,false
88badd40,1752665141168,37.775465429510696,-122.42034419007544,91.66877161406772,false
88badd40,1752665141668,37.77412065859668,-122.42016359771374,90.62267162882775,false
88badd40,1752665142168,37.77570470953605,-122.42004094688377,89.08990337260906,false
88badd40,1752665142668,37.77455322729561,-122.41933003694085,88.46747512325125,false
88badd40,1752665143168,37.774383217604395,-122.41852702596655,87.65617939120818,false
88badd40,1752665143668,37.77505478324105,-122.41973581458996,86.20813854808146,false
88badd40,1752665144168,37.77469279103902,-122.42027349329683,85.1697841404784,false
88badd40,1752665144668,37.77588356019611,-122.41889944148555,84.08662241432313,false
88badd40,1752665145168,37.77448180487982,-122.41851764446818,82.13052935715615,false
88badd40,1752665145668,37.774192741306045,-122.41875186890196,81.5775559297294,false
88badd40,1752665146168,37.774740141055,-122.41929663771914,89.87367983174991,true
88badd40,1752665146668,37.77569360327754,-122.41957838820379,88.81084256097863,false
88badd40,1752665147168,37.77398550564545,-122.42031228687208,88.20041697899161,false
88badd40,1752665147668,37.77491709409373,-122.41872065536847,86.27941415655611,false
88badd40,1752665148168,37.77443964990288,-122.41937111939455,85.4827215934583,false
88badd40,1752665148668,37.77421254540961,-122.41997222033407,83.8515556272535,false
88badd40,1752665149168,37.775744924258326,-122.41950895135395,82.74246794322873,false
88badd40,1752665149668,37.77466265852142,-122.41985560424943,80.97599742347188,false
88badd40,1752665150168,37.7751254285119,-122.41958531912971,79.91752634917971,false
88badd40,1752665150668,37.774571687824896,-122.41883849267076,78.58193607398792,false
88badd40,1752665151168,37.775651719929265,-122.41908256366739,77.04290370407456,false
88badd40,1752665151668,37.77588400036313,-122.41871530370791,75.52922482692944,false
88badd40,1752665152168,37.774359871525554,-122.420061346211,74.01967260798475,false
88badd40,1752665152668,37.77499204343623,-122.41871568851748,73.30009615711953,false
88badd40,1752665153168,37.77453168983249,-122.41891178550394,71.37934874948581,false
88badd40,1752665153668,37.77496604435702,-122.41911244251591,78.46224400628402,true
88badd40,1752665154168,37.77513840571035,-122.41892308155194,76.87105821520325,false
88badd40,1752665154668,37.77569034780786,-122.41864213319467,75.15680366450286,false
88badd40,1752665155168,37.77474664080231,-122.42022856336406,73.40716183067995,false
88badd40,1752665155668,37.77473572671823,-122.41963297287897,72.68353964406849,false
88badd40,1752665156168,37.77559505687712,-122.42023508241826,71.68772947277823,false
88badd40,1752665156668,37.77542516794239,-122.41979782121466,70.21988405298333,false
88badd40,1752665157168,37.77497235617525,-122.4191439315557,69.23126091048705,false
88badd40,1752665157668,37.775714331459554,-122.41908545128817,67.26241891462685,false
88badd40,1752665158168,37.77568247551075,-122.41936438828543,65.3982729670369,false
88badd40,1752665158668,37.77534610657688,-122.41928946543948,64.152828875379,false
88badd40,1752665159168,37.77481561902227,-122.41875655144233,62.39982609685857,false
88badd40,1752665159668,37.77553280810973,-122.41842280815494,61.363937542479114,false
88badd40,1752665160168,37.774058988509125,-122.41917680589626,60.31961667669246,false
88badd40,1752665160668,37.77419835863703,-122.42032935842036,59.316402817274756,false
88badd40,1752665161168,37.77406524486522,-122.41913834587653,69.16962502697729,true
88badd40,1752665161668,37.77429870693665,-122.41884081486542,68.43158096050745,false
88badd40,1752665162168,37.77445813183025,-122.4191061314582,66.51280980959166,false
88badd40,1752665162668,37.77582034292881,-122.4202786734813,65.26863877210285,false
88badd40,1752665163168,37.77548716923191,-122.41981939249075,63.42320212694142,false
