Bike_id,Timestamp,Latitude,Longitude,Battery_level,Charging
3d897f4f,1752665138668,37.77589335496805,-122.41960025129117,98.49572039580575,false
3d897f4f,1752665139168,37.77492066205997,-122.41864868908759,97.76816627818657,false
3d897f4f,1752665139668,37.7750242645807,-122.41975738316924,96.37994165870981,false
3d897f4f,1752665140168,37.77460688538909,-122.41856061624264,94.44569019865028,false
3d897f4f,1752665140668,37.775192798414594,-122.41963572589036,93.14260853276157,false
3d897f4f,1752665141168,37.774557494586354,-122.41876699887267,92.40315990746987,false
3d897f4f,1752665141668,37.77397241236116,-122.4197500641587,91.64943015552186,false
3d897f4f,1752665142168,37.77474790488221,-122.42039395997223,91.00902268251768,false
3d897f4f,1752665142668,37.77432670283744,-122.41928039994293,89.239568867051,false
3d897f4f,1752665143168,37.77575244335707,-122.41868609421121,87.86718897673913,false
3d897f4f,1752665143668,37.77457129466114,-122.41982380129141,87.335372484106,false
3d897f4f,1752665144168,37.77534974353042,-122.41953709235251,86.3998327708455,false
3d897f4f,1752665144668,37.773989868401756,-122.4200910065856,85.87091160505095,false
3d897f4f,1752665145168,37.774218224801984,-122.41988540381914,84.17414916298081,false
3d897f4f,1752665145668,37.77587541450081,-122.41925840981698,82.61632444341083,false
3d897f4f,1752665146168,37.774277992904565,-122.41987881502953,91.6104864494397,true
3d897f4f,1752665146668,37.77498945632945,-122.41890007886974,90.68536403542652,false
3d897f4f,1752665147168,37.773933619603575,-122.41880000311068,88.82676279900143,false
3d897f4f,1752665147668,37.77440296194846,-122.41996636718173,87.02183836925451,false
3d897f4f,1752665148168,37.774241466095404,-122.41984526286957,86.4024919425245,false
3d897f4f,1752665148668,37.775301017963564,-122.41951843944288,85.15648151510527,false
3d897f4f,1752665149168,37.77439652064743,-122.41985302465416,83.23958962516906,false
3d897f4f,1752665149668,37.774734249010535,-122.41950557239419,81.57115106408257,false
3d897f4f,1752665150168,37.77561489262161,-122.41967189150351,79.59248174865375,false
3d897f4f,1752665150668,37.77577778413757,-122.41924248597725,78.94356173599944,false
3d897f4f,1752665151168,37.77448731106477,-122.42000929745154,77.92145400508544,false
3d897f4f,1752665151668,37.77480001019727,-122.41864718929298,77.1184627980795,false
3d897f4f,1752665152168,37.77584947309775,-122.41958415204994,76.01953191917258,false
3d897f4f,1752665152668,37.774441844884706,-122.41969519622522,74.69723769351637,false
3d897f4f,1752665153168,37.775876806814395,-122.41860396977272,73.20528161602846,false
3d897f4f,1752665153668,37.77495228890864,-122.41846705935976,80.97683521609228,true
3d897f4f,1752665154168,37.774318338576656,-122.4193381732047,79.1238802834069,false
3d897f4f,1752665154668,37.775818372628834,-122.41855244595033,78.01604851850222,false
3d897f4f,1752665155168,37.775692414418785,-122.41853695682023,76.11038159573384,false
3d897f4f,1752665155668,37.774079049294606,-122.42013936019946,75.42772235648052,false
3d897f4f,1752665156168,37.775459281564196,-122.41888154335992,74.31215693451416,false
3d897f4f,1752665156668,37.774687538684034,-122.42014081877184,73.42863144380784,false
3d897f4f,1752665157168,37.774877726504904,-122.42018759529319,71.73930466121078,false
3d897f4f,1752665157668,37.77432409111702,-122.41945314680481,69.74068485218513,false
3d897f4f,1752665158168,37.77562617140116,-122.41895807572885,68.30688325919586,false
3d897f4f,1752665158668,37.775549208443216,-122.41993542091441,67.79659224018525,false
3d897f4f,1752665159168,37.774519059161875,-122.41991533669396,67.27859150607081,false
3d897f4f,1752665159668,37.77442290931155,-122.41937610322134,66.04650178140993,false
3d897f4f,1752665160168,37.775672036033676,-122.41855917352444,64.79399226827718,false
3d897f4f,1752665160668,37.77436726503756,-122.42034425061705,63.440171478864,false
3d897f4f,1752665161168,37.774725921875785,-122.42014799769983,70.34211174954444,true
3d897f4f,1752665161668,37.77509316289312,-122.41928310281564,69.75039592972227,false
3d897f4f,1752665162168,37.775285352182,-122.4197682528095,68.3223492519837,false
3d897f4f,1752665162668,37.77491508958401,-122.41880740660736,66.72712150028049,false
3d897f4f,1752665163168,37.775678814051204,-122.4203365729666,65.91800951508942,false
